Property_price_EGP,Location_governorate,Location_City,Bed_Rooms,Bath_Rooms,Home_Space_SQM,Furnished,Property_Type,Payment_Option,Delivery_Date
"2,200,000",Cairo,New Cairo - El Tagamoa,3,2.0,200,No,Apartment,Cash,Ready To Move
"2,100,000",Cairo,Rehab City,2,1.0,90,No,Apartment,Cash,Ready To Move
"2,300,000",Cairo,Nasr City,3,1.0,205,No,Apartment,Cash,Ready To Move
"1,600,000",Cairo,Sheraton,3,2.0,120,No,Apartment,Cash,Ready To Move
"2,750,000",Cairo,New Cairo - El Tagamoa,4,3.0,200,No,Apartment,Cash,Ready To Move
"3,600,000",Cairo,Madinaty,3,2.0,143,No,Apartment,Cash,Ready To Move
"5,500,000Negotiable",,265 SQM,33icon/categories/area265 SQM,,icon/categories/area265,No,Apartment,Cash,Ready To Move
"1,600,000",Cairo,Obour City,3,2.0,130,No,Apartment,Cash,Ready To Move
"500,000Negotiable",,80 SQM,21icon/categories/area80 SQM,,icon/categories/area80,No,Apartment,Cash,Ready To Move
"1,300,000",Cairo,New Cairo - El Tagamoa,1,1.0,75,No,Apartment,Cash,Ready To Move
"1,050,000",Cairo,Sheraton,3,1.0,105,No,Apartment,Cash,Ready To Move
"2,800,000Negotiable",,135 SQM,22icon/categories/area135 SQM,,icon/categories/area135,No,Apartment,Cash,Ready To Move
"4,600,000",Cairo,New Cairo - El Tagamoa,2,2.0,148,No,Apartment,Cash,Ready To Move
"2,500,000",Cairo,Madinaty,2,1.0,109,No,Apartment,Cash,Ready To Move
"2,600,000",Cairo,New Cairo - El Tagamoa,2,2.0,135,No,Apartment,Cash,Ready To Move
"1,900,000",Cairo,Nasr City,3,2.0,200,No,Apartment,Cash,Ready To Move
"5,200,000Negotiable",,156 SQM,33icon/categories/area156 SQM,,icon/categories/area156,No,Apartment,Cash,Ready To Move
"1,800,000Negotiable",,90 SQM,21icon/categories/area90 SQM,,icon/categories/area90,No,Apartment,Cash,Ready To Move
"2,250,000Negotiable",,82 SQM,21icon/categories/area82 SQM,,icon/categories/area82,No,Apartment,Cash,Ready To Move
"2,250,000Negotiable",,82 SQM,21icon/categories/area82 SQM,,icon/categories/area82,No,Apartment,Cash,Ready To Move
"2,100,000Negotiable",,190 SQM,33icon/categories/area190 SQM,,icon/categories/area190,No,Apartment,Cash,Ready To Move
"2,600,000",Cairo,Madinaty,2,2.0,96,No,Apartment,Cash,Ready To Move
"2,500,000",Cairo,Sheraton,3,3.0,175,No,Apartment,Cash,Ready To Move
"2,100,000",Cairo,Madinaty,2,2.0,96,No,Apartment,Cash,Ready To Move
"5,300,000",Cairo,New Cairo - El Tagamoa,3,2.0,180,No,Apartment,Cash,Ready To Move
"1,850,000Negotiable",,90 SQM,21icon/categories/area90 SQM,,icon/categories/area90,No,Apartment,Cash,Ready To Move
"7,700,000",Cairo,New Cairo - El Tagamoa,3,3.0,195,No,Apartment,Cash,Ready To Move
"1,950,000",Cairo,Madinaty,2,2.0,96,No,Apartment,Cash,Ready To Move
"3,400,000",Cairo,New Cairo - El Tagamoa,2,2.0,133,No,Apartment,Cash,Ready To Move
"3,700,000",Cairo,Zamalek,6,3.0,300,No,Apartment,Cash,Ready To Move
"5,200,000",Cairo,Zamalek,3,1.0,174,No,Apartment,Cash,Ready To Move
"15,000,000",Cairo,Maadi,4,5.0,415,No,Apartment,Cash,Ready To Move
"7,700,000",Cairo,New Cairo - El Tagamoa,3,3.0,195,No,Apartment,Cash,Ready To Move
"3,350,000",Cairo,New Cairo - El Tagamoa,3,2.0,250,No,Apartment,Cash,Ready To Move
"2,250,000",Cairo,Madinaty,2,2.0,96,No,Apartment,Cash,Ready To Move
"4,800,000Negotiable",,275 SQM,33icon/categories/area275 SQM,,icon/categories/area275,No,Apartment,Cash,Ready To Move
"1,850,000Negotiable",,90 SQM,21icon/categories/area90 SQM,,icon/categories/area90,No,Apartment,Cash,Ready To Move
"3,000,000Negotiable",,119 SQM,33icon/categories/area119 SQM,,icon/categories/area119,No,Apartment,Cash,Ready To Move
"1,600,000Negotiable",,130 SQM,32icon/categories/area130 SQM,,icon/categories/area130,No,Apartment,Cash,Ready To Move
"2,200,000",Cairo,Madinaty,2,1.0,91,No,Apartment,Cash,Ready To Move
"2,400,000",Cairo,New Cairo - El Tagamoa,3,3.0,160,No,Apartment,Cash,Ready To Move
"1,950,000",Cairo,Madinaty,2,1.0,92,No,Apartment,Cash,Ready To Move
"3,200,000Negotiable",,157 SQM,33icon/categories/area157 SQM,,icon/categories/area157,No,Apartment,Cash,Ready To Move
"2,250,000",Cairo,New Cairo - El Tagamoa,4,3.0,215,No,Apartment,Cash,Ready To Move
"2,150,000Negotiable",,96 SQM,22icon/categories/area96 SQM,,icon/categories/area96,No,Apartment,Cash,Ready To Move
"2,450,000",Cairo,Madinaty,2,2.0,96,No,Apartment,Cash,Ready To Move
"7,700,000",Cairo,New Cairo - El Tagamoa,3,3.0,195,No,Apartment,Cash,Ready To Move
"2,200,000",Cairo,Madinaty,2,2.0,96,No,Apartment,Cash,Ready To Move
"3,700,000",Cairo,New Cairo - El Tagamoa,4,3.0,220,No,Apartment,Cash,Ready To Move
"1,850,000",Cairo,Madinaty,2,1.0,65,No,Apartment,Cash,Ready To Move
"4,800,000",Cairo,New Cairo - El Tagamoa,3,3.0,275,No,Apartment,Cash,Ready To Move
"4,500,000",Cairo,New Cairo - El Tagamoa,4,3.0,270,No,Apartment,Cash,Ready To Move
"5,250,000",Cairo,Rehab City,4,3.0,255,No,Apartment,Cash,Ready To Move
"4,500,000",Cairo,New Cairo - El Tagamoa,5,3.0,270,No,Apartment,Cash,Ready To Move
"5,500,000",Cairo,Rehab City,3,3.0,211,No,Apartment,Cash,Ready To Move
"3,947,000",Cairo,New Cairo - El Tagamoa,2,2.0,159,No,Apartment,Cash,Ready To Move
"1,800,000",Cairo,Heliopolis,2,2.0,178,No,Apartment,Cash,Ready To Move
"3,850,000",Cairo,New Cairo - El Tagamoa,3,2.0,370,No,Apartment,Cash,Ready To Move
"2,250,000",Cairo,New Cairo - El Tagamoa,3,1.0,108,No,Apartment,Cash,Ready To Move
"3,100,000",Cairo,New Cairo - El Tagamoa,2,2.0,135,No,Apartment,Cash,Ready To Move
"5,500,000",Cairo,Madinaty,4,3.0,259,No,Apartment,Cash,Ready To Move
"900,000Negotiable",,130 SQM,21icon/categories/area130 SQM,,icon/categories/area130,No,Apartment,Cash,Ready To Move
"2,500,000",Cairo,Rehab City,3,2.0,115,No,Apartment,Cash,Ready To Move
"2,200,000",Cairo,Madinaty,2,1.0,92,No,Apartment,Cash,Ready To Move
"1,560,000Negotiable",,130 SQM,32icon/categories/area130 SQM,,icon/categories/area130,No,Apartment,Cash,Ready To Move
"2,500,000",Cairo,Rehab City,3,2.0,115,No,Apartment,Cash,Ready To Move
"1,600,000",Cairo,Sheraton,3,2.0,120,No,Apartment,Cash,Ready To Move
"2,450,000",Cairo,Madinaty,2,2.0,96,No,Apartment,Cash,Ready To Move
"6,511,000",Cairo,Mokattam,3,2.0,170,No,Apartment,Cash,Ready To Move
"1,800,000",Cairo,Madinaty,2,1.0,65,No,Apartment,Cash,Ready To Move
"2,250,000",Cairo,Madinaty,2,2.0,96,No,Apartment,Cash,Ready To Move
"2,250,000",Cairo,Madinaty,2,1.0,78,No,Apartment,Cash,Ready To Move
"3,700,000",Cairo,New Cairo - El Tagamoa,3,2.0,220,No,Apartment,Cash,Ready To Move
"2,200,000",Cairo,Madinaty,2,1.0,92,No,Apartment,Cash,Ready To Move
"1,700,000Negotiable",,150 SQM,21icon/categories/area150 SQM,,icon/categories/area150,No,Apartment,Cash,Ready To Move
"4,500,000",Cairo,New Cairo - El Tagamoa,3,3.0,270,No,Apartment,Cash,Ready To Move
"3,100,000",Cairo,Madinaty,3,2.0,139,No,Apartment,Cash,Ready To Move
"1,880,000",Cairo,Madinaty,3,2.0,131,No,Apartment,Cash,Ready To Move
"2,450,000",Cairo,Madinaty,2,2.0,96,No,Apartment,Cash,Ready To Move
"3,200,000",Cairo,Rehab City,3,3.0,157,No,Apartment,Cash,Ready To Move
"1,520,000",Cairo,Madinaty,1,1.0,59,No,Apartment,Cash,Ready To Move
"7,500,000Negotiable",,300 SQM,34icon/categories/area300 SQM,,icon/categories/area300,No,Apartment,Cash,Ready To Move
"2,300,000",Cairo,Madinaty,2,2.0,96,No,Apartment,Cash,Ready To Move
"2,300,000",Cairo,Madinaty,2,2.0,96,No,Apartment,Cash,Ready To Move
"2,650,000Negotiable",,180 SQM,31icon/categories/area180 SQM,,icon/categories/area180,No,Apartment,Cash,Ready To Move
"2,300,000",Cairo,New Cairo - El Tagamoa,2,3.0,125,No,Apartment,Cash,Ready To Move
"3,000,000",Cairo,Rehab City,3,2.0,131,No,Apartment,Cash,Ready To Move
"3,000,000",Cairo,Nasr City,3,3.0,300,No,Apartment,Cash,Ready To Move
"2,200,000",Cairo,Madinaty,2,1.0,92,No,Apartment,Cash,Ready To Move
"1,950,000",Cairo,Madinaty,3,2.0,109,No,Apartment,Cash,Ready To Move
"6,000,000",Cairo,Maadi,3,4.0,351,No,Apartment,Cash,Ready To Move
"1,500,000Negotiable",,145 SQM,32icon/categories/area145 SQM,,icon/categories/area145,No,Apartment,Cash,Ready To Move
"2,000,000",Cairo,Madinaty,2,1.0,69,No,Apartment,Cash,Ready To Move
"1,750,000",Cairo,Madinaty,2,1.0,69,No,Apartment,Cash,Ready To Move
"6,350,000",Cairo,Mokattam,2,2.0,161,No,Apartment,Cash,Ready To Move
"5,000,000",Cairo,New Cairo - El Tagamoa,4,3.0,330,No,Apartment,Cash,Ready To Move
"3,400,000",Cairo,New Cairo - El Tagamoa,4,2.0,220,No,Apartment,Cash,Ready To Move
"1,300,000",Cairo,Nasr City,3,1.0,115,No,Apartment,Cash,Ready To Move
"4,500,000Negotiable",,270 SQM,43icon/categories/area270 SQM,,icon/categories/area270,No,Apartment,Cash,Ready To Move
"3,400,000",Cairo,New Cairo - El Tagamoa,2,2.0,146,No,Apartment,Cash,Ready To Move
"1,550,000",Cairo,New Cairo - El Tagamoa,2,2.0,120,No,Apartment,Cash,Ready To Move
"720,000",Cairo,Nasr City,3,1.0,170,No,Apartment,Cash,Ready To Move
"4,200,000Negotiable",,275 SQM,43icon/categories/area275 SQM,,icon/categories/area275,No,Apartment,Cash,Ready To Move
"3,500,000",Cairo,Rehab City,3,3.0,142,No,Apartment,Cash,Ready To Move
"3,000,000",Cairo,Heliopolis,3,2.0,250,No,Apartment,Cash,Ready To Move
"2,100,000Negotiable",,183 SQM,32icon/categories/area183 SQM,,icon/categories/area183,No,Apartment,Cash,Ready To Move
"2,250,000",Cairo,Madinaty,2,1.0,78,No,Apartment,Cash,Ready To Move
"3,500,000",Cairo,Nasr City,4,2.0,350,No,Apartment,Cash,Ready To Move
"3,500,000Negotiable",,350 SQM,32icon/categories/area350 SQM,,icon/categories/area350,No,Apartment,Cash,Ready To Move
"2,900,000",Cairo,New Cairo - El Tagamoa,3,3.0,250,No,Apartment,Cash,Ready To Move
"3,900,000Negotiable",,162 SQM,33icon/categories/area162 SQM,,icon/categories/area162,No,Apartment,Cash,Ready To Move
"2,800,000",Cairo,New Cairo - El Tagamoa,2,2.0,135,No,Apartment,Cash,Ready To Move
"2,800,000",Cairo,Madinaty,3,2.0,117,No,Apartment,Cash,Ready To Move
"6,500,000",Cairo,New Cairo - El Tagamoa,3,3.0,160,No,Apartment,Cash,Ready To Move
"1,900,000",Cairo,Madinaty,2,1.0,66,No,Apartment,Cash,Ready To Move
"2,100,000",Cairo,New Cairo - El Tagamoa,3,2.0,160,No,Apartment,Cash,Ready To Move
"2,450,000",Cairo,Madinaty,2,2.0,96,No,Apartment,Cash,Ready To Move
"2,400,000",Cairo,Rehab City,3,2.0,120,No,Apartment,Cash,Ready To Move
"2,000,000",Cairo,New Cairo - El Tagamoa,1,2.0,86,No,Apartment,Cash,Ready To Move
"2,650,000",Cairo,Nasr City,3,2.0,170,No,Apartment,Cash,Ready To Move
"15,000,000",Cairo,Heliopolis,5,4.0,400,No,Apartment,Cash,Ready To Move
"2,200,000Negotiable",,200 SQM,32icon/categories/area200 SQM,,icon/categories/area200,No,Apartment,Cash,Ready To Move
"3,200,000Negotiable",,157 SQM,33icon/categories/area157 SQM,,icon/categories/area157,No,Apartment,Cash,Ready To Move
"1,800,000",Cairo,Madinaty,2,1.0,70,No,Apartment,Cash,Ready To Move
"3,150,000",Cairo,Heliopolis,3,2.0,190,No,Apartment,Cash,Ready To Move
"1,800,000",Cairo,Madinaty,2,2.0,89,No,Apartment,Cash,Ready To Move
"4,750,000",Cairo,Rehab City,3,3.0,180,No,Apartment,Cash,Ready To Move
"3,200,000",Cairo,Rehab City,3,3.0,157,No,Apartment,Cash,Ready To Move
"6,500,000",Cairo,New Cairo - El Tagamoa,3,3.0,160,No,Apartment,Cash,Ready To Move
"2,150,000",Cairo,Nasr City,3,2.0,210,No,Apartment,Cash,Ready To Move
"2,200,000",Cairo,Madinaty,2,2.0,96,No,Apartment,Cash,Ready To Move
"2,600,000Negotiable",,96 SQM,22icon/categories/area96 SQM,,icon/categories/area96,No,Apartment,Cash,Ready To Move
"5,250,000Negotiable",,350 SQM,44icon/categories/area350 SQM,,icon/categories/area350,No,Apartment,Cash,Ready To Move
"2,000,000Negotiable",,90 SQM,21icon/categories/area90 SQM,,icon/categories/area90,No,Apartment,Cash,Ready To Move
"7,500,000Negotiable",,350 SQM,43icon/categories/area350 SQM,,icon/categories/area350,No,Apartment,Cash,Ready To Move
"4,800,000",Cairo,Maadi,3,2.0,300,No,Apartment,Cash,Ready To Move
"11,000,000",Cairo,New Cairo - El Tagamoa,5,4.0,270,No,Apartment,Cash,Ready To Move
"2,450,000",Cairo,Madinaty,2,2.0,96,No,Apartment,Cash,Ready To Move
"5,500,000",Cairo,Rehab City,3,3.0,200,No,Apartment,Cash,Ready To Move
"2,900,000",Cairo,Madinaty,3,2.0,116,No,Apartment,Cash,Ready To Move
"2,900,000",Cairo,Madinaty,3,2.0,116,No,Apartment,Cash,Ready To Move
"4,600,000",Cairo,Rehab City,3,3.0,211,No,Apartment,Cash,Ready To Move
"2,900,000Negotiable",,116 SQM,32icon/categories/area116 SQM,,icon/categories/area116,No,Apartment,Cash,Ready To Move
"2,900,000Negotiable",,116 SQM,32icon/categories/area116 SQM,,icon/categories/area116,No,Apartment,Cash,Ready To Move
"2,150,000Negotiable",,92 SQM,21icon/categories/area92 SQM,,icon/categories/area92,No,Apartment,Cash,Ready To Move
"1,750,000Negotiable",,60 SQM,11icon/categories/area60 SQM,,icon/categories/area60,No,Apartment,Cash,Ready To Move
"2,150,000",Cairo,Madinaty,2,1.0,92,No,Apartment,Cash,Ready To Move
"1,690,000",Cairo,Madinaty,2,1.0,70,No,Apartment,Cash,Ready To Move
"2,900,000",Cairo,Madinaty,3,2.0,116,No,Apartment,Cash,Ready To Move
"2,200,000",Cairo,Madinaty,3,1.0,120,No,Apartment,Cash,Ready To Move
"2,150,000",Cairo,Nasr City,3,2.0,210,No,Apartment,Cash,Ready To Move
"3,300,000Negotiable",,168 SQM,33icon/categories/area168 SQM,,icon/categories/area168,No,Apartment,Cash,Ready To Move
"3,600,000Negotiable",,140 SQM,22icon/categories/area140 SQM,,icon/categories/area140,No,Apartment,Cash,Ready To Move
"4,650,000",Cairo,New Cairo - El Tagamoa,4,4.0,208,No,Apartment,Cash,Ready To Move
"3,550,000Negotiable",,140 SQM,22icon/categories/area140 SQM,,icon/categories/area140,No,Apartment,Cash,Ready To Move
"1,800,000Negotiable",,140 SQM,22icon/categories/area140 SQM,,icon/categories/area140,No,Apartment,Cash,Ready To Move
"4,600,000",Cairo,Rehab City,3,3.0,211,No,Apartment,Cash,Ready To Move
"2,100,000Negotiable",,90 SQM,21icon/categories/area90 SQM,,icon/categories/area90,No,Apartment,Cash,Ready To Move
"5,500,000",Cairo,Madinaty,4,3.0,267,No,Apartment,Cash,Ready To Move
"2,250,000Negotiable",,185 SQM,32icon/categories/area185 SQM,,icon/categories/area185,No,Apartment,Cash,Ready To Move
"6,500,000",Cairo,New Cairo - El Tagamoa,3,3.0,160,No,Apartment,Cash,Ready To Move
"2,200,000",Cairo,Nasr City,4,2.0,220,No,Apartment,Cash,Ready To Move
"1,800,000",Cairo,Madinaty,2,1.0,82,No,Apartment,Cash,Ready To Move
"2,600,000Negotiable",,96 SQM,21icon/categories/area96 SQM,,icon/categories/area96,No,Apartment,Cash,Ready To Move
"3,500,000",Cairo,New Cairo - El Tagamoa,2,2.0,150,No,Apartment,Cash,Ready To Move
"1,750,000",Cairo,Madinaty,2,1.0,65,No,Apartment,Cash,Ready To Move
"2,550,000",Cairo,Obour City,4,2.0,260,No,Apartment,Cash,Ready To Move
"2,250,000",Cairo,Madinaty,2,2.0,96,No,Apartment,Cash,Ready To Move
"1,800,000",Cairo,Madinaty,2,1.0,66,No,Apartment,Cash,Ready To Move
"2,650,000Negotiable",,155 SQM,33icon/categories/area155 SQM,,icon/categories/area155,No,Apartment,Cash,Ready To Move
"2,000,000",Cairo,Zamalek,2,2.0,100,No,Apartment,Cash,Ready To Move
"2,050,000",Cairo,Madinaty,2,1.0,77,No,Apartment,Cash,Ready To Move
"1,900,000",Cairo,Mokattam,3,2.0,165,No,Apartment,Cash,Ready To Move
"1,750,000",Cairo,Madinaty,2,1.0,70,No,Apartment,Cash,Ready To Move
"2,150,000",Cairo,Rehab City,2,1.0,90,No,Apartment,Cash,Ready To Move
"2,150,000",Cairo,New Cairo - El Tagamoa,3,2.0,170,No,Apartment,Cash,Ready To Move
"1,800,000",Cairo,Madinaty,2,1.0,70,No,Apartment,Cash,Ready To Move
"2,250,000",Cairo,Madinaty,2,1.0,80,No,Apartment,Cash,Ready To Move
"2,200,000",Cairo,Rehab City,2,2.0,110,No,Apartment,Cash,Ready To Move
"2,250,000",Cairo,Rehab City,2,2.0,110,No,Apartment,Cash,Ready To Move
"2,250,000",Cairo,New Cairo - El Tagamoa,3,3.0,155,No,Apartment,Cash,Ready To Move
"500,000",Cairo,Badr City,3,2.0,135,No,Apartment,Cash,Ready To Move
"3,500,000",Cairo,New Cairo - El Tagamoa,2,2.0,146,No,Apartment,Cash,Ready To Move
"2,050,000",Cairo,Madinaty,2,2.0,96,No,Apartment,Cash,Ready To Move
"2,200,000",Cairo,Madinaty,2,2.0,96,No,Apartment,Cash,Ready To Move
"1,690,000",Cairo,Madinaty,2,1.0,70,No,Apartment,Cash,Ready To Move
"1,690,000",Cairo,Madinaty,2,1.0,70,No,Apartment,Cash,Ready To Move
"3,500,000",Cairo,New Cairo - El Tagamoa,3,2.0,175,No,Apartment,Cash,Ready To Move
"1,800,000",Cairo,Madinaty,2,1.0,65,No,Apartment,Cash,Ready To Move
"2,200,000",Cairo,Madinaty,2,2.0,96,No,Apartment,Cash,Ready To Move
"2,250,000",Cairo,Rehab City,2,2.0,110,No,Apartment,Cash,Ready To Move
"2,100,000Negotiable",,90 SQM,21icon/categories/area90 SQM,,icon/categories/area90,No,Apartment,Cash,Ready To Move
"1,850,000",Cairo,Madinaty,2,1.0,70,No,Apartment,Cash,Ready To Move
"1,880,000",Cairo,Madinaty,2,2.0,96,No,Apartment,Cash,Ready To Move
"1,700,000",Cairo,Madinaty,2,1.0,82,No,Apartment,Cash,Ready To Move
"1,900,000",Cairo,Madinaty,2,1.0,82,No,Apartment,Cash,Ready To Move
"1,750,000",Cairo,Madinaty,2,1.0,66,No,Apartment,Cash,Ready To Move
"1,750,000",Cairo,Madinaty,2,1.0,66,No,Apartment,Cash,Ready To Move
"1,750,000",Cairo,Madinaty,2,1.0,69,No,Apartment,Cash,Ready To Move
"2,500,000",Cairo,Nasr City,3,2.0,200,No,Apartment,Cash,Ready To Move
"5,800,000",Cairo,New Cairo - El Tagamoa,2,2.0,130,No,Apartment,Cash,Ready To Move
"2,800,000Negotiable",,135 SQM,22icon/categories/area135 SQM,,icon/categories/area135,No,Apartment,Cash,Ready To Move
"3,500,000",Cairo,New Cairo - El Tagamoa,2,2.0,133,No,Apartment,Cash,Ready To Move
"3,400,000",Cairo,New Cairo - El Tagamoa,3,3.0,210,No,Apartment,Cash,Ready To Move
"2,150,000Negotiable",,90 SQM,21icon/categories/area90 SQM,,icon/categories/area90,No,Apartment,Cash,Ready To Move
"3,300,000",Cairo,New Cairo - El Tagamoa,2,2.0,146,No,Apartment,Cash,Ready To Move
"4,700,000",Cairo,New Cairo - El Tagamoa,3,3.0,220,No,Apartment,Cash,Ready To Move
"2,500,000",Cairo,Nasr City,3,2.0,200,No,Apartment,Cash,Ready To Move
"2,150,000",Cairo,Rehab City,2,1.0,90,No,Apartment,Cash,Ready To Move
"2,500,000Negotiable",,180 SQM,32icon/categories/area180 SQM,,icon/categories/area180,No,Apartment,Cash,Ready To Move
"1,800,000Negotiable",,180 SQM,32icon/categories/area180 SQM,,icon/categories/area180,No,Apartment,Cash,Ready To Move
"3,500,000",Cairo,Heliopolis,2,2.0,200,No,Apartment,Cash,Ready To Move
"2,200,000",Cairo,New Cairo - El Tagamoa,1,1.0,88,No,Apartment,Cash,Ready To Move
"1,690,000",Cairo,Madinaty,2,1.0,70,No,Apartment,Cash,Ready To Move
"470,000",Cairo,Helmeyat El Zaytoun,2,1.0,85,No,Apartment,Cash,Ready To Move
"4,900,000",Cairo,New Cairo - El Tagamoa,3,3.0,171,No,Apartment,Cash,Ready To Move
"3,600,000",Cairo,New Cairo - El Tagamoa,3,2.0,220,No,Apartment,Cash,Ready To Move
"4,700,000",Cairo,Madinaty,3,2.0,140,No,Apartment,Cash,Ready To Move
"4,700,000Negotiable",,211 SQM,33icon/categories/area211 SQM,,icon/categories/area211,No,Apartment,Cash,Ready To Move
"2,700,000Negotiable",,128 SQM,32icon/categories/area128 SQM,,icon/categories/area128,No,Apartment,Cash,Ready To Move
"1,500,000",Cairo,Madinaty,1,1.0,50,No,Apartment,Cash,Ready To Move
"2,250,000",Cairo,Madinaty,2,2.0,96,No,Apartment,Cash,Ready To Move
"1,760,000",Cairo,Madinaty,2,1.0,70,No,Apartment,Cash,Ready To Move
"1,750,000",Cairo,Madinaty,2,1.0,70,No,Apartment,Cash,Ready To Move
"4,500,000",Cairo,Obour City,6,3.0,450,No,Apartment,Cash,Ready To Move
"1,900,000",Cairo,New Cairo - El Tagamoa,3,3.0,154,No,Apartment,Cash,Ready To Move
"1,780,000",Cairo,Madinaty,2,1.0,65,No,Apartment,Cash,Ready To Move
"2,200,000",Cairo,Nasr City,2,2.0,165,No,Apartment,Cash,Ready To Move
"1,900,000",Cairo,Madinaty,2,2.0,96,No,Apartment,Cash,Ready To Move
"2,500,000",Cairo,Maadi,3,2.0,200,No,Apartment,Cash,Ready To Move
"2,300,000",Cairo,Madinaty,2,2.0,96,No,Apartment,Cash,Ready To Move
"9,950,000",Cairo,New Cairo - El Tagamoa,3,3.0,214,No,Apartment,Cash,Ready To Move
"3,500,000",Cairo,Maadi,5,5.0,360,No,Apartment,Cash,Ready To Move
"2,250,000",Cairo,Madinaty,2,2.0,96,No,Apartment,Cash,Ready To Move
"5,000,000",Cairo,New Cairo - El Tagamoa,2,2.0,136,No,Apartment,Cash,Ready To Move
"2,100,000",Cairo,Maadi,3,2.0,165,No,Apartment,Cash,Ready To Move
"2,800,000",Cairo,New Cairo - El Tagamoa,4,4.0,600,No,Apartment,Cash,Ready To Move
"4,000,000",Cairo,Rehab City,3,3.0,160,No,Apartment,Cash,Ready To Move
"2,200,000",Cairo,Rehab City,2,2.0,110,No,Apartment,Cash,Ready To Move
"1,580,000",Cairo,Madinaty,2,1.0,77,No,Apartment,Cash,Ready To Move
"1,150,000Negotiable",,150 SQM,32icon/categories/area150 SQM,,icon/categories/area150,No,Apartment,Cash,Ready To Move
"1,760,000",Cairo,Madinaty,2,1.0,70,No,Apartment,Cash,Ready To Move
"1,780,000",Cairo,Madinaty,2,1.0,65,No,Apartment,Cash,Ready To Move
"5,000,000",Cairo,New Cairo - El Tagamoa,2,2.0,136,No,Apartment,Cash,Ready To Move
"2,300,000",Cairo,Maadi,4,3.0,250,No,Apartment,Cash,Ready To Move
"2,250,000",Cairo,Madinaty,2,2.0,96,No,Apartment,Cash,Ready To Move
"3,900,000",Cairo,Heliopolis,3,2.0,200,No,Apartment,Cash,Ready To Move
"3,000,000",Cairo,Rehab City,2,2.0,131,No,Apartment,Cash,Ready To Move
"3,000,000Negotiable",,146 SQM,32icon/categories/area146 SQM,,icon/categories/area146,No,Apartment,Cash,Ready To Move
"2,150,000",Cairo,Rehab City,2,1.0,90,No,Apartment,Cash,Ready To Move
"2,200,000Negotiable",,230 SQM,53icon/categories/area230 SQM,,icon/categories/area230,No,Apartment,Cash,Ready To Move
"1,800,000",Cairo,Rehab City,1,1.0,78,No,Apartment,Cash,Ready To Move
"2,150,000",Cairo,Rehab City,2,1.0,90,No,Apartment,Cash,Ready To Move
"2,500,000",Cairo,New Cairo - El Tagamoa,3,2.0,230,No,Apartment,Cash,Ready To Move
"2,500,000",Cairo,New Cairo - El Tagamoa,3,2.0,145,No,Apartment,Cash,Ready To Move
"3,700,000",Cairo,New Cairo - El Tagamoa,3,3.0,217,No,Apartment,Cash,Ready To Move
"2,700,000",Cairo,Maadi,3,2.0,180,No,Apartment,Cash,Ready To Move
"2,000,000Negotiable",,60 SQM,11icon/categories/area60 SQM,,icon/categories/area60,No,Apartment,Cash,Ready To Move
"2,000,000",Cairo,Madinaty,2,2.0,80,No,Apartment,Cash,Ready To Move
"2,400,000",Cairo,New Cairo - El Tagamoa,3,2.0,200,No,Apartment,Cash,Ready To Move
"1,550,000",Cairo,Nasr City,2,2.0,160,No,Apartment,Cash,Ready To Move
"10,000,000Negotiable",,214 SQM,33icon/categories/area214 SQM,,icon/categories/area214,No,Apartment,Cash,Ready To Move
"2,300,000",Cairo,New Cairo - El Tagamoa,3,2.0,175,No,Apartment,Cash,Ready To Move
"1,500,000",Cairo,Madinaty,1,1.0,58,No,Apartment,Cash,Ready To Move
"2,150,000",Cairo,Rehab City,2,1.0,90,No,Apartment,Cash,Ready To Move
"1,760,000",Cairo,Madinaty,2,1.0,65,No,Apartment,Cash,Ready To Move
"2,150,000Negotiable",,103 SQM,32icon/categories/area103 SQM,,icon/categories/area103,No,Apartment,Cash,Ready To Move
"4,000,000",Cairo,Madinaty,4,3.0,200,No,Apartment,Cash,Ready To Move
"2,850,000",Cairo,New Cairo - El Tagamoa,4,3.0,186,No,Apartment,Cash,Ready To Move
"1,850,000",Cairo,Madinaty,2,1.0,70,No,Apartment,Cash,Ready To Move
"1,760,000",Cairo,Madinaty,2,1.0,70,No,Apartment,Cash,Ready To Move
"1,760,000Negotiable",,65 SQM,21icon/categories/area65 SQM,,icon/categories/area65,No,Apartment,Cash,Ready To Move
"1,900,000",Cairo,Madinaty,2,2.0,96,No,Apartment,Cash,Ready To Move
"3,000,000",Cairo,Nasr City,3,2.0,300,No,Apartment,Cash,Ready To Move
"1,760,000",Cairo,Madinaty,2,1.0,70,No,Apartment,Cash,Ready To Move
"1,690,000",Cairo,Madinaty,2,1.0,70,No,Apartment,Cash,Ready To Move
"1,850,000Negotiable",,62 SQM,21icon/categories/area62 SQM,,icon/categories/area62,No,Apartment,Cash,Ready To Move
"1,980,000Negotiable",,77 SQM,21icon/categories/area77 SQM,,icon/categories/area77,No,Apartment,Cash,Ready To Move
"1,750,000",Cairo,Madinaty,2,1.0,82,No,Apartment,Cash,Ready To Move
"4,100,000",Cairo,New Cairo - El Tagamoa,3,3.0,230,No,Apartment,Cash,Ready To Move
"4,100,000",Cairo,New Cairo - El Tagamoa,1,1.0,100,No,Apartment,Cash,Ready To Move
"1,730,000",Cairo,Madinaty,2,1.0,65,No,Apartment,Cash,Ready To Move
